microinvest_code,name_bg,unit_raw,unit,quantity,purchase_price
05070040,ЕЗИК ЗА БРАВА,БР.,pcs,31.000,0.23
CHК3035,ЕКСЦЕНТР 2бр+РОЗ.2бр К-Т М3-60,ПАКЕТ,pack,117.000,0.51
04030069,ЕКСЦЕНТРИК+РОЗЕТКА К-Т,БР.,pcs,50.000,1.12
05020987,ЕЛЕКТРОДИ 3.25(6кг)ВЕЖЕН*,ПАКЕТ,pack,30.000,4.09
CHК3025,ЗАКАЧЛКА ЗА СТЕЛАЖИ М3-44**,БР,pcs,852.000,0.05
03020097,ЗАРЯДНО У-ВО MW9168 GS EMOS**,БР.,pcs,4.000,12.15
03020098,ЗАРЯДНО У-ВО V2833 EMOS**,БР.,pcs,2.000,4.88
0403 722,ЗАТВАРЯЩ МЕХАН.ДУШ-МЕСИНГ,БР.,pcs,38.000,0.51
03050151,ЗАЩИТА КАПИЛЯРНА ЗА ЕЛДОМ,БР.,pcs,10.000,3.99
07010471,ЗИДАРСКИ КОНЕЦ 100м БЯЛ,БР.,pcs,6.000,0.37
07010531,ЗИДАРСКИ КОНЕЦ 100м ЦВЕТЕН,БР.,pcs,30.000,0.64
01020037,ИГЛА БЕЗ ВРЪТКА ЗА 4.7,БР.,pcs,89.000,0.31
05020696,ИМПУЛСИВЕН Р-Ч БЕЗ ВИНТ *,БР.,pcs,87.000,2.16
05020697,ИМПУЛСИВЕН Р-Ч С 1 ВИНТ *,БР.,pcs,102.000,2.26
05020698,ИМПУЛСИВЕН Р-Ч С 2 ВИНТ *,БР.,pcs,60.000,2.37
05020711,ИМПУЛСИВЕН Р-Ч С МЕСИНГ.ДЮЗИ**,БР.,pcs,122.000,2.77
05020660,КАИШКА ЗА КУЧЕ КОЖА ШИРОКА**,БР.,pcs,70.000,0.92
05020397,КАИШКА ЗА КУЧЕ ПЛЕТЕНА,БР.,pcs,61.000,0.51
05020884,КАИШКА ЗА КУЧЕ ШИРОКА ПЛЕТЕНА,БР.,pcs,65.000,0.61
04020253,КАН-КА ДЕКОР.ПЕТ./РИБА/ЖАБА**,БР.,pcs,2.000,12.60
070101010,КАНАП ПАРАФИН./10бр.стек/,БР.,pcs,95.000,0.82
07010043,КАНЕЛКА ДЪРВЕНА-ГОЛЯМА**,БР.,pcs,286.000,0.77
04030331,КАПАК ЗА СИФОН МЕСИНГ КРЪГ.НОВ,БР.,pcs,5.000,2.81
04030483,КАПАК ЗА СИФОН Ф80 ХРОМ**,БР.,pcs,46.000,0.56
04030329,КАПАК ЗА СИФОН ХРОМ КРЪГ.НОВ,БР.,pcs,18.000,2.81
03050403,КАПАЧКА 16А ЗА ПРЕДПАЗИТЕЛ,БР.,pcs,171.000,0.23
04030524,КАПАЧКА ЗА СИФОН 9/9 НЕРЪЖД.,БР.,pcs,5.000,1.84
04030518,КАПАЧКА ЗА СИФОН АЛ.ф60,БР.,pcs,6.000,0.31
04030519,КАПАЧКА ЗА СИФОН АЛ.ф80,БР.,pcs,16.000,0.31
07011023,КАПАЧКИ ЗА БУРКАНИ PVC-50бр/ст,СТЕК,pack,20.000,1.28
05020063,КАРАБИНКА 10х100-ЩИПКА**,БР.,pcs,40.000,0.25
05020358,КЛИНЦИ VF 6 /ЛЕТНИ/**,КУТИЯ,box,40.000,9.87
05020341,КЛИНЦИ Е 6-RIFLE**,КУТИЯ,box,100.000,6.60
03050003,КЛЮЧ 2-УР.НЕСВЕТЕЩ /Н.КИРОВ/,БР.,pcs,11.000,1.32
03050002,КЛЮЧ 2-УР.СВЕТЕЩ /Н.КИРОВ/,БР.,pcs,16.000,2.11
03050001,КЛЮЧ 2-УР.СВЕТЕЩ МОДУЛ-2000 НК,БР.,pcs,6.000,2.11
03030321,КЛЮЧ 6 1-чен Н.К. ЕЛПРОМ,БР.,pcs,69.000,0.26
03030022,КЛЮЧ NURSAN 1-ЧЕН,БР.,pcs,91.000,0.51
03030023,КЛЮЧ NURSAN 2-ЕН,БР.,pcs,47.000,0.51
03010165,КЛЮЧ ЗА БОРМАШ.С РЕГУЛ.+КАБЕЛ,БР.,pcs,75.000,2.76
03010164,КЛЮЧ ЗА БОРМАШ.С РЕГУЛАТОР,БР.,pcs,113.000,2.05
03050103,КЛЮЧ ЗА ЗАЩ.КАПАЧКА,БР.,pcs,104.000,0.06
03030097,КЛЮЧ ЗА ФЛЕКС 1200/2300W,БР.,pcs,5.000,3.58
03030028,КЛЮЧ ИЗГРЕВ СХ.1 ОМ,БР.,pcs,62.000,0.56
03030325,КЛЮЧ ИЗГРЕВ СХ.5 ОМ,БР.,pcs,38.000,0.71
03030156,КЛЮЧ ПКОМ IP44 сх.6 сив/девиат,БР.,pcs,9.000,1.29
03030035,КЛЮЧ ПРИСТА-стълбищен/Н.Киров/,БР.,pcs,43.000,0.69
03030091,КЛЮЧ ПРИСТА-сх.1 /Н.Киров/,БР.,pcs,33.000,0.26
03030092,КЛЮЧ ПРИСТА-сх.5 /Н.Киров/,БР.,pcs,134.000,0.32
03030106,КЛЮЧ ПРОТИВОВЛ.-СХ.5/АТРА/-бял,БР.,pcs,19.000,0.87
03030024,КЛЮЧ РУСЕ СХ.6,БР.,pcs,18.000,0.39
03030025,КЛЮЧ СЕЛЕКТ СХ.1,БР.,pcs,2.000,0.64
03030026,КЛЮЧ СЕЛЕКТ СХ.5,БР.,pcs,160.000,0.73
CHК4039,КОАКС.КАБЕЛ С БУКСИ 30м.М4-39*,БР,pcs,43.000,1.29
05010668,КОЗИ КРАК BG ГОЛЯМ,БР.,pcs,148.000,2.30
05010667,КОЗИ КРАК BG МАЛЪК,БР.,pcs,210.000,1.28
CHК6058,КОЛАН ЗА ИНСТР.3-ЕН М6-60,БР,pcs,100.000,3.46
CHК6059,КОЛАН ЗА ИНСТР.3-ЕН М6-61,БР,pcs,21.000,2.97
04030482,"КОЛЕКТОР 10линии 1""Ж**",БР.,pcs,2.000,11.76
04030474,"КОЛЕКТОР 2 линии 1""Ж**",БР.,pcs,6.000,2.35
04030475,"КОЛЕКТОР 3 линии 1""Ж**",БР.,pcs,3.000,3.53
04030476,"КОЛЕКТОР 4 линии 1""Ж**",БР.,pcs,4.000,4.70
04030480,"КОЛЕКТОР 8 линии 1""Ж**",БР.,pcs,2.000,9.41
04030481,"КОЛЕКТОР 9 линии 1""Ж**",БР.,pcs,2.000,10.58
05060114,КОЛЕЛО БАНДАЖНО 200мм***,БР.,pcs,10.000,3.68
05060113,КОЛЕЛО БАНДАЖНО 250мм***,БР.,pcs,3.000,4.09
05010480,КОЛЕЛО БАНДАЖНО 350х70***,БР.,pcs,8.000,2.97
05060105,КОЛЕЛО С ЛАГЕР БАНДАЖНО***,БР.,pcs,4.000,3.99
07010169,КОЛИЧКА ЗА БАГАЖ МАЛКО КОЛЕЛО,БР.,pcs,16.000,5.62
07010168,КОЛИЧКА ЗА БАГАЖ МИНИ,БР.,pcs,1.000,5.06
07010532,КОЛИЧКА ЗА БАГАЖ ШИРОКО КОЛЕЛО,БР.,pcs,13.000,5.88
ПФ02К  12,"КОЛЯНО   1/2"" ПОЦ.",бр.,pcs,46.000,0.28
04060002,"КОЛЯНО   3/4"" МЕГА**",БР.,pcs,66.000,0.34
ПФ02К  34,"КОЛЯНО   3/4"" ПОЦ.",бр.,pcs,2.000,0.33
04060003,"КОЛЯНО 1    "" МЕГА **",БР.,pcs,58.000,0.50
04060006,"КОЛЯНО 2 1/2"" МЕГА**",БР.,pcs,1.000,4.39
04060008,"КОЛЯНО 3    "" МЕГА**",БР.,pcs,2.000,11.04
04060009,"КОЛЯНО 4    "" МЕГА**",БР.,pcs,2.000,19.29
04060011,"КОЛЯНО М/Ж   3/4"" МЕГА",БР.,pcs,6.000,0.40
04060012,"КОЛЯНО М/Ж 1    "" МЕГА**",БР.,pcs,10.000,0.64
04060014,"КОЛЯНО М/Ж 1 1/4"" МЕГА**",БР.,pcs,34.000,1.01
04060016,"КОЛЯНО М/Ж 2 1/2"" МЕГА**",БР.,pcs,5.000,4.81
04060017,"КОЛЯНО М/Ж 3    "" МЕГА**",БР.,pcs,5.000,10.54
04060018,"КОЛЯНО М/Ж 4    "" МЕГА**",БР.,pcs,2.000,18.25
04060109,"КОЛЯНО НАМ.  3/4""х  1/2""МЕГА",БР.,pcs,136.000,0.57
04060110,"КОЛЯНО НАМ.1    ""х  1/2""МЕГА",БР.,pcs,83.000,0.75
04060111,"КОЛЯНО НАМ.1    ""х  3/4""МЕГА",БР.,pcs,44.000,0.72
04060112,"КОЛЯНО НАМ.1 1/4""х1    ""МЕГА",БР.,pcs,10.000,1.62
04060113,"КОЛЯНО НАМ.2    ""х1 1/2""МЕГА",БР.,pcs,5.000,4.65
07010369,КОМАРНИК-СПИРАЛА,БР.,pcs,22.000,0.60
CHК4044,КОНДЕНЗАТОР ЗА ПОМПА М4-44**,БР,pcs,71.000,0.32
03050152,КОНЗОЛА К-901 ГИПС-КАРТОН,БР.,pcs,142.000,0.19
08020138,КОНЗОЛА ПОДОВА ЗА АЛ.РАДИАТОР,БР,pcs,6.000,4.00
0305029,"КОНЗОЛА С КАПАК""ISILDAR""**",БР.,pcs,115.000,0.10
08020140,КОНЗОЛИ ЗА РАД.7х169 2бр.К-Т,К-Т,set,6.000,0.51
03050287,КОНЗОЛНА КУТИЯ 3-НА,БР.,pcs,5.000,1.02
03030115,КОНТАКТ 1-ЕН В.ТЪРНОВО-БЯЛ,БР.,pcs,14.000,0.51
03030005,КОНТАКТ 1-ен/ПРИСТА/-ЧЕРНО-БЯЛ,БР.,pcs,13.000,0.65
03030004,КОНТАКТ 1-ен/СЕЛЕКТ/-бял,БР.,pcs,45.000,0.87
03030001,КОНТАКТ 1-ен/СМОЛЯН/-бял,БР.,pcs,13.000,0.56
03050050,КОНТАКТ 2*25А/250V,БР.,pcs,5.000,0.77
03030016,КОНТАКТ 2-ЕН В.ТЪРНОВО-ЧЕРЕН,БР.,pcs,21.000,0.79
0303003,КОНТАКТ 2-ен ОИ БЯЛ,БР.,pcs,34.000,0.88
0303004,КОНТАКТ 2-ен ОИ ЧЕРЕН,БР.,pcs,33.000,0.85
07011150,КОРИТО СТРОИТЕЛНО 65л.КРЪГЛО,БР.,pcs,2.000,1.92
07010495,КОРНИЗ МЕТАЛЕН 3.5м**,БР.,pcs,14.000,2.68
СТ07 802,КОРНИЗ ПВЦ-ЕД.КАНАЛ-2.0 ЕКО,бр.,pcs,66.000,0.41
07010329,КОФА PVC С ПЕДАЛ 18л.БЕЖОВА**,БР.,pcs,3.000,5.96
01020199,КРАН ЗА ПИРОСТИЯ,БР.,pcs,44.000,1.12
07010252,КРАНЧЕ ЗА ТУБА**,БР.,pcs,18.000,0.28
04060057,"КРЪСТАЧ   3/4"" МЕГА**",БР.,pcs,13.000,1.79
04060058,"КРЪСТАЧ 1    "" МЕГА**",БР.,pcs,15.000,2.12
04060059,"КРЪСТАЧ 1 1/2"" МЕГА**",БР.,pcs,5.000,4.91
04060060,"КРЪСТАЧ 1 1/4"" МЕГА**",БР.,pcs,1.000,2.65
04060061,"КРЪСТАЧ 2    "" МЕГА**",БР.,pcs,5.000,7.35
РУ01003,КУЛТИВАТОР РЪЧЕН ЗЕЛЕН**,БР,pcs,3.000,3.75
РУ01002,КУЛТИВАТОР РЪЧЕН РАЙГРАС СИН,БР,pcs,5.000,3.75
CHСН075,КУТИЯ ЗА ХРАНА 2-КА М5-135,БР,pcs,1.000,3.62
05020870,КУТИЯ РАЗКЛ.ЗА ГИПСОКАРТОН СТЛ,БР.,pcs,1292.000,0.25
08020016,КЮНЕЦ ТЕТКА-ЦИНК С ШАПКИ,БР,pcs,13.000,2.05
CHК7052,ЛЕБЕДКА ДЪЛГА   M8-66**,БР,pcs,81.000,1.64
CHК7051,ЛЕБЕДКА ДЪЛГА S M8-65**,БР,pcs,86.000,1.64
04010117,ЛЕБЕДКА ЗА СМЕС.БАНАН,БР.,pcs,10.000,2.05
03030234,ЛЕКСА БОЙЛ.ТАБЛО 32А-2-но**,БР.,pcs,4.000,2.37
03030252,ЛЕКСА КЛЮЧ 2-ен ПРОТ.СИЛИКОН**,БР.,pcs,15.000,1.62
03030250,ЛЕКСА КЛЮЧ ДЕВИАТ.ПРОТИВОВЛ**,БР.,pcs,38.000,0.99
03030322,ЛЕКСА КЛЮЧ ОМ.СХ-1/ЕДИН/МИНИ*,БР.,pcs,4.000,0.57
03030261,ЛЕКСА КЛЮЧ РЕГУЛАТОР,БР.,pcs,5.000,2.98
03030239,ЛЕКСА КОНТАКТ ОИ -БЯЛ**,БР.,pcs,78.000,0.98
03030236,ЛЕКСА КУТИЯ ОТК.МОНТ.БОЙЛ.Т.**,БР.,pcs,41.000,0.30
03030235,ЛЕКСА КУТИЯ СКР.МОНТ.БОЙЛ.Т.**,БР.,pcs,19.000,0.31
03030237,ЛЕКСА ПКОМ 2-ен бял/СИЛИКОН/**,БР.,pcs,4.000,2.15
03030052,ЛЕКСА ПРЕДПАЗНА КАПАЧКА 5бр.**,БР.,pcs,30.000,0.43
030300062,ЛЕКСА СТЪЛБИЩЕН АВТОМАТ,БР.,pcs,2.000,5.22
05020802,ЛЕНТА АЛУМИН.72х40,БР.,pcs,14.000,2.93
05020806,ЛЕНТА ПВЦ 50х25 /ГЛОУБ/**,БР.,pcs,7.000,2.15
05040075,ЛОЗ.ГАЙКА ЗА ГОЛЯМА ПРЪСК**,БР.,pcs,11.000,1.02
05040011,ЛОЗ.ГАЙКА ЗА МАЛКА ПРЪСКАЧКА**,БР.,pcs,37.000,0.87
05040013,ЛОЗ.ГАЙКА С НИПЕЛ гол.и малк**,БР.,pcs,85.000,0.77
05040015,ЛОЗ.ДЮЗА N-69 ЕДИНИЧНА**,БР.,pcs,24.000,0.52
05040113,ЛОЗ.ДЮЗИ ПЛАСТМ.РАЗНИ**,БР.,pcs,56.000,0.77
05040150,ЛОЗ.К-Т ПРЪТ+МЕТ.КРАН+дюза хер,БР.,pcs,4.000,6.16
05060030,ЛОЗ.КАПАК ГУМЕН ЗА ПРЪСКАЧКА**,БР.,pcs,7.000,0.51
05040046,ЛОЗ.КАПАЧКА МАСИЛА**,БР.,pcs,20.000,0.46
05040069,ЛОЗ.КОЛЧЕ ЛЯТО-МАСИЛА**,БР.,pcs,21.000,1.12
05040090,ЛОЗ.СРЕДЕН КЛАПАН**,БР.,pcs,22.000,1.64
05040017,ЛОЗ.ЦЕДКА ЗА ПРЪСКАЧКА голям**,БР.,pcs,2.000,0.92
05040039,ЛОЗ.ШАЙБИ /комплект/**,БР.,pcs,30.000,0.41
05010569,ЛОПАТА БГ КРИВА БЕЗ ДРЪЖКА,БР.,pcs,125.000,1.28
05010570,ЛОПАТА БГ ПРАВА БЕЗ ДРЪЖКА,БР.,pcs,93.000,1.28
05010822,ЛОПАТА БГ ПРАВА С ДРЪЖКА NEW**,БР.,pcs,121.000,2.02
05010572,ЛОПАТА БГ ПРАВА СЪС ДРЪЖКА,БР.,pcs,181.000,1.53
05010664,ЛОПАТА ДОМАК.TR ГОЛЯМА,БР.,pcs,132.000,0.97
05010486,ЛОПАТА РУСКА КРИВА ШИРОКА,БР.,pcs,200.000,1.30
05010824,ЛОПАТА ЧЕРНА КРИВА БЕЗ ДРЪЖКА,БР.,pcs,50.000,1.23
CHК6027,ЛОПАТКА+МЕТЛА ГОЛЯМА М6-20,БР,pcs,5.000,1.53
02010322,ЛУМ.ЛАМПА 15W ЛЕКСА,БР.,pcs,1.000,4.79
02010324,ЛУМ.ПУРА 120см.36W,БР.,pcs,25.000,0.77
02010113,ЛУМ.ТЯЛО АКУМУЛАТОРНО 2х8W.,БР.,pcs,1.000,9.36
02010103,ЛУМ.ТЯЛО Т4-26W,БР.,pcs,4.000,6.54
02010192,ЛУМИН.ТЯЛО-1х18w.-ПРОТИВОВЛАЖН,БР.,pcs,4.000,7.91
04010125,М-Ч ЗА ДУШ 1/2-1/2 с прех 3/4,БР.,pcs,21.000,4.09
CHК3064,М-Ч ЗА ДУШ М3-91 100см.метален,БР,pcs,38.000,0.33
04030361,М-Ч ЗА ДУШ ПЛАСТМ.БЯЛ 1м,БР.,pcs,102.000,0.55
0309 7012-1В,М.АПЛИК ASYA БЯЛ,БР.,pcs,1.000,3.25
0309 7089-1,М.АПЛИК ETNA,БР.,pcs,4.000,7.17
0309 7090-2,М.АПЛИК HAVIN-АНТИК,БР.,pcs,5.000,11.30
0309 6042-3,М.АПЛИК PARIS YELKEN,БР.,pcs,2.000,16.19
04040175,М.В. Ж-Ж 1/2-1/2  30см МЕРТ-М*,БР.,pcs,33.000,0.55
04040179,М.В. Ж-Ж 1/2-1/2  70см МЕРТ-М*,БР.,pcs,40.000,0.75
04040180,М.В. Ж-Ж 1/2-1/2  80см МЕРТ-М*,БР.,pcs,2.000,0.80
04040172,М.В. Ж-Ж 1/2-1/2 100см МЕРТ-М,БР.,pcs,20.000,0.89
04040173,М.В. Ж-Ж 1/2-1/2 120см МЕРТ-М,БР.,pcs,34.000,0.99
04040269,М.В. Ж-Ж 1/2-1/2 140см.МЕРТ-М,БР.,pcs,13.000,1.02
04040174,М.В. Ж-Ж 1/2-1/2 150см МЕРТ-М,БР.,pcs,7.000,1.14
04040270,М.В. Ж-Ж 1/2-1/2 160см.МЕРТ-М,БР.,pcs,11.000,1.18
04040287,М.В. Ж-Ж 1/2-3/8  20см.МЕРТ-М,БР.,pcs,34.000,0.50
04040160,М.В. Ж-Ж 1/2-3/8  30см МЕРТ-М,БР.,pcs,18.000,0.55
04040162,М.В. Ж-Ж 1/2-3/8  50см МЕРТ-М,БР.,pcs,49.000,0.65
04040164,М.В. Ж-Ж 1/2-3/8  70см МЕРТ-М,БР.,pcs,20.000,0.75
04040165,М.В. Ж-Ж 1/2-3/8  80см МЕРТ-М,БР.,pcs,45.000,0.80
04040244,М.В. Ж-Ж 1/2-3/8 100см.МЕРТ-М*,БР.,pcs,34.000,0.92
04040245,М.В. Ж-Ж 1/2-3/8 120см.МЕРТ-М*,БР.,pcs,30.000,0.99
04040288,М.В. Ж-Ж 3/8-3/8  20см.МЕРТ-М,БР.,pcs,20.000,0.50
04040222,М.В. Ж-Ж 3/8-3/8 100см.МЕРТ-М*,БР.,pcs,21.000,1.13
04040223,М.В. Ж-Ж 3/8-3/8 120см.МЕРТ-М*,БР.,pcs,21.000,1.23
04040224,М.В. Ж-Ж 3/8-3/8 30см.МЕРТ-М*,БР.,pcs,29.000,0.55
04040225,М.В. Ж-Ж 3/8-3/8 40см.МЕРТ-М*,БР.,pcs,23.000,0.60
04040226,М.В. Ж-Ж 3/8-3/8 50см.МЕРТ-М*,БР.,pcs,161.000,0.65
04040228,М.В. Ж-Ж 3/8-3/8 70см.МЕРТ-М*,БР.,pcs,14.000,0.75
04040229,М.В. Ж-Ж 3/8-3/8 80см.МЕРТ-М*,БР.,pcs,18.000,0.80
04040181,М.В. М-Ж 1/2-1/2 100см МЕРТ-М*,БР.,pcs,7.000,0.89
04040182,М.В. М-Ж 1/2-1/2 120см МЕРТ-М*,БР.,pcs,5.000,0.99
04040280,М.В. М-Ж 1/2-1/2 160см МЕРТ-М*,БР.,pcs,5.000,1.30
04040281,М.В. М-Ж 1/2-3/8  20см МЕРТ-М,БР.,pcs,23.000,0.50
04040166,М.В. М-Ж 1/2-3/8  30см МЕРТ-М,БР.,pcs,28.000,0.55
04040168,М.В. М-Ж 1/2-3/8  50см МЕРТ-М,БР.,pcs,43.000,0.65
04040169,М.В. М-Ж 1/2-3/8  60см МЕРТ-М,БР.,pcs,19.000,0.70
04040170,М.В. М-Ж 1/2-3/8  70см МЕРТ-М,БР.,pcs,27.000,0.75
04040171,М.В. М-Ж 1/2-3/8  80см МЕРТ-М,БР.,pcs,43.000,0.80
04040247,М.В. М-Ж 1/2-3/8 100см.МЕРТ-М*,БР.,pcs,59.000,0.89
04040248,М.В. М-Ж 1/2-3/8 120см.МЕРТ-М*,БР.,pcs,37.000,1.00
04040272,М.В. М-Ж 1/2-3/8 90см.МЕРТ-М,БР.,pcs,43.000,0.84
040402301,М.В. М-Ж 3/8-3/8  20см.МЕРТ-М*,БР.,pcs,25.000,0.50
04040230,М.В. М-Ж 3/8-3/8  30см.МЕРТ-М*,БР.,pcs,33.000,0.75
04040241,М.В. М-Ж 3/8-3/8  40см.МЕРТ-М*,БР.,pcs,13.000,0.55
04040240,М.В. М-Ж 3/8-3/8  50см.МЕРТ-М*,БР.,pcs,21.000,0.86
04040239,М.В. М-Ж 3/8-3/8  60см.МЕРТ-М*,БР.,pcs,22.000,0.70
04040237,М.В. М-Ж 3/8-3/8  80см.МЕРТ-М*,БР.,pcs,39.000,0.83
04040231,М.В. М-Ж 3/8-3/8 100см.МЕРТ-М*,БР.,pcs,31.000,1.11
04040232,М.В. М-Ж 3/8-3/8 120см.МЕРТ-М*,БР.,pcs,29.000,1.23
04040273,М.В. М-Ж 3/8-3/8 90см.МЕРТ-М,БР.,pcs,10.000,0.84
04040190,М.В. М10-Ж1/2 30см МЕРТ-М**,БР.,pcs,22.000,0.55
04040191,М.В. М10-Ж1/2 40см МЕРТ-М**,БР.,pcs,20.000,0.60
04040193,М.В. М10-Ж1/2 60см МЕРТ-М**,БР.,pcs,18.000,0.70
04040194,М.В. М10-Ж1/2 70см МЕРТ-М**,БР.,pcs,41.000,0.75
04040195,М.В. М10-Ж1/2 80см МЕРТ-М**,БР.,pcs,17.000,0.80
04040277,М.В. М10-Ж3/8 30см МЕРТ-М**,БР.,pcs,46.000,0.55
04040282,М.В. М10-Ж3/8 40см МЕРТ-М**,БР.,pcs,11.000,0.60
04040284,М.В. М10-Ж3/8 60см МЕРТ-М**,БР.,pcs,28.000,0.70
04040285,М.В. М10-Ж3/8 70см МЕРТ-М**,БР.,pcs,22.000,0.75
04040286,М.В. М10-Ж3/8 80см МЕРТ-М**,БР.,pcs,35.000,0.80
0309 HL923,М.ВЛАГОЗ.ТЯЛО 100W/E27-БЯЛО,БР.,pcs,1.000,6.85
0309 HL930,М.ВЛАГОЗ.ТЯЛО 60W/E27-БЯЛО,БР.,pcs,1.000,7.42
0309 HL8811,М.ЕНЕРГ.ЛАМПА 11W/E14-СПИРАЛА,БР.,pcs,17.000,1.68
0309 6016-25,М.ПЛАФОН DOLUNAY-МАТ ХРОМ,БР.,pcs,1.000,8.93
0309 7124-25,М.ПЛАФОН LOLITA,БР.,pcs,1.000,8.85
0309 6020-25,М.ПЛАФОН PATIKA-БЯЛ,БР.,pcs,1.000,5.65
0309 6038-25,М.ПЛАФОН RODOS-БЯЛ,БР.,pcs,1.000,4.28
0309 7084-25,М.ПЛАФОН YORUNGE-МАТ ХРОМ,БР.,pcs,1.000,9.32
0309 6080-30,М.ПЛАФОН ZEUS,БР.,pcs,1.000,9.00
0309 HL101,М.ПРОЖЕКТОР 500W-ЧЕРЕН,БР.,pcs,1.000,2.82
05020974,МАГНИТ ЗА ШКАФ МАЛЪК-ШНАПЕР**,БР.,pcs,170.000,0.09
0501526,МАЛАМ.ГУМА 215/125/12 ОРАНЖ.ПВ,БР.,pcs,10.000,1.61
СИЕМEC21220,МАЛАМ.СТОМ.НАЗ.280х125х6 ПВЦ Д,БР.,pcs,10.000,0.96
05010280,МАЛАМ.СТОМ.НАЗ.ЧЕРВ.ДР.,БР.,pcs,34.000,0.92
РЕ8080410,МАЛАМАШКА НЕРЪЖД.28х13см.зъб 6,БР,pcs,7.000,2.89
РЕ8080411,МАЛАМАШКА НЕРЪЖД.28х13см.зъб 8,БР,pcs,3.000,2.90
РЕ8080420,МАЛАМАШКА НЕРЪЖД.48х13см.,БР,pcs,4.000,5.61
CH12040,МАЛАМАШКА ПРАВА МТ-123,БР,pcs,31.000,0.97
05030105,"МАРКУЧ 007038 СМУК.1,1/2/50м/",М.,m,14.500,1.37
05030166,МАРКУЧ 1-300013 ГРАД.1/2 /25м*,МЕТРИ,m,275.000,0.23
05030167,МАРКУЧ 1-300019 ГРАД.3/4 /25м*,МЕТРИ,m,50.000,0.35
05030168,МАРКУЧ 1-300025 ГРАД.3/4 /25м*,МЕТРИ,m,50.000,0.59
СИ00 674818,"МАРКУЧ 1/2""-25м. PALISAD АРМИР",БР.,pcs,28.000,5.30
СИ00 674838,"МАРКУЧ 1/2""-50м. PALISAD АРМИР",БР.,pcs,2.000,10.43
05030108,МАРКУЧ 400006 шлаух Ф6/100м/*,БР.,pcs,700.000,0.14
05030128,МАРКУЧ MERT-  1/2-25м.АРМИРАН,ТОП,bundle,7.000,4.65
05030210,МАРКУЧ А-Д НА КГ ф19,КГ.,kg,47.700,0.82
05030161,МАРКУЧ БЪЛГ. ВТОР.Ф16 /20кг.**,КГ.,kg,80.000,0.77
05060123,МАРКУЧ ЗА ПРАХОСМУКАЧКА 7м.**,БР.,pcs,1.000,4.09
040112,МАРКУЧ ИЗТЕГЛЯЩ +НАКРАЙНИК,БР.,pcs,1.000,5.62
05030057,МАРКУЧ КАБИНА 15м,БР.,pcs,2.000,3.07
05030045,"МАРКУЧ КАБИНА 5,5м",БР.,pcs,2.000,1.35
05030046,"МАРКУЧ КАБИНА 5,5м+ПИСТОЛЕТ",БР.,pcs,3.000,2.81
05030074,МАРКУЧ С МЕТАЛЕН ПИСТ.-10м.,БР.,pcs,11.000,3.83
05030190,"МАРКУЧ СМУКАТЕЛЕН 2 1/2""/50м/*",МЕТРИ,m,174.000,2.16
05030139,"МАРКУЧ СМУКАТЕЛЕН 2""-24м.",МЕТРИ,m,8.000,1.96
05030208,МАРКУЧ СМУКАТЕЛЕН 3 1/2 /25м.,МЕТРИ,m,100.000,3.60
05030152,"МАРКУЧ СМУКАТЕЛЕН 4""-25м.",МЕТРИ,m,7.000,6.07
05030155,"МАРКУЧ СПИРАЛА 1""1/4-50м.",МЕТРИ,m,14.000,0.38
07011031,"МЕБЕЛНИ ДРЪЖКИ ""hfh"" СИВИ",БР.,pcs,93.000,0.26
05070062,МЕБЕЛНО КОЛЕЛО С ПЛАСТ.ПЛАНКА,БР.,pcs,25.000,0.23
05070061,МЕБЕЛНО КОЛЕЛО С ЩИФТ,БР.,pcs,31.000,0.26
05070065,МЕБЕЛНО КОЛЕЛО ТОПКА МАЛКО,БР.,pcs,86.000,0.20
05090164,МЕГА-0500013,БР.,pcs,25.000,0.27
05090144,МЕГА-05000171,БР.,pcs,35.000,0.43
05090145,МЕГА-05000181,БР.,pcs,15.000,0.56
05090140,МЕГА-05500381,БР.,pcs,11.000,0.35
05090141,МЕГА-05500391,БР.,pcs,9.000,0.49
05090143,МЕГА-05500401,БР.,pcs,4.000,0.47
05090142,МЕГА-05500411,БР.,pcs,96.000,0.39
05090175,МЕГА-0550042,БР.,pcs,4.000,0.95
05090220,МЕГА-0550249-ЩУЦЕР 3/4 Ж.Р.*,БР.,pcs,36.000,0.18
05090161,МЕГА-3137 ЩУЦЕР 3 СТЕПЕНЕН,БР.,pcs,44.000,0.12
04030502,МЕКА ВРЪЗ.50см.3/8 Ж-Ж КОТТМ,БР.,pcs,199.000,0.56
05070626,МЕХАНИЗЪМ-ВЕНДА ЗА ОБИКН.КЛЮЧ*,БР.,pcs,43.000,0.40
05010342,"МИСТРИЯ ОБЛА МАЛКА 7""**",БР.,pcs,14.000,0.35
05010341,"МИСТРИЯ ОБЛА СРЕДНА 8""**",БР.,pcs,27.000,0.49
CHК7023,МОП В02   М7-35**,БР,pcs,74.000,2.38
CHК7014,МОП ПАРЦАЛ ГОЛЯМ М7-27 888,БР,pcs,12.000,2.19
CHК7022,МОП ПАРЦАЛ МИКРОФ. М7-34,БР,pcs,141.000,1.24
0501О394,МОТИКА БЕЗ САП,БР.,pcs,28.000,1.28
CHК1048,МРЕЖА БЯЛА 100см./25м.F-6**,БР,pcs,29.000,2.97
