microinvest_code,name_bg,unit_raw,unit,quantity,purchase_price
04060063,"МУФА   3/4"" МЕГА**",БР.,pcs,117.000,0.31
04060064,"МУФА 1    "" МЕГА**",БР.,pcs,13.000,0.44
ПФ02М   1,"МУФА 1    "" ПОЦ.",бр.,pcs,13.000,0.42
04060065,"МУФА 1 1/2"" МЕГА**",БР.,pcs,2.000,0.87
04060067,"МУФА 2 1/2"" МЕГА**",БР.,pcs,4.000,3.52
04060070,"МУФА 4    "" МЕГА**",БР.,pcs,2.000,16.77
04060114,"МУФА НАМ.  1/2""х  3/8""МЕГА**",БР.,pcs,50.000,0.40
04060132,"МУФА НАМ.  3/4""х  1/2"" ЧЕРНИ",БР.,pcs,27.000,0.41
04060115,"МУФА НАМ.  3/4""х  1/2""МЕГА**",БР.,pcs,18.000,0.55
04060116,"МУФА НАМ.1    ""х  1/2""МЕГА**",БР.,pcs,94.000,0.64
04060117,"МУФА НАМ.1    ""х  3/4""МЕГА**",БР.,pcs,5.000,0.41
04060264,"МУФА НАМ.2    ""х1    ""МЕГА**",БР.,pcs,7.000,3.34
04060265,"МУФА НАМ.2    ""х1 1/2""МЕГА*",БР.,pcs,1.000,3.20
04060266,"МУФА НАМ.2    ""х1 1/4""МЕГА*",БР.,pcs,4.000,3.45
04060151,"МУФА-НИПЕЛ   1/2"" МЕГА**",БР.,pcs,10.000,0.43
04060152,"МУФА-НИПЕЛ   3/4"" МЕГА**",БР.,pcs,11.000,0.50
04060153,"МУФА-НИПЕЛ 1    "" МЕГА**",БР.,pcs,42.000,0.67
04060174,"МУФА-НИПЕЛ 1 1/2"" МЕГА**",БР.,pcs,14.000,1.10
04060125,"МУФА-НИПЕЛ НАМ.  3/4""х  1/2М",БР.,pcs,9.000,0.58
04060126,"МУФА-НИПЕЛ НАМ.1    ""х  1/2М",БР.,pcs,25.000,0.79
04060127,"МУФА-НИПЕЛ НАМ.1    ""х  3/4М",БР.,pcs,11.000,1.21
05050310,НАБИВКА ГРАФИТНА**,КГ.,kg,13.700,7.16
05020309,НАБИВКА ЛОЕНА ф4/1кг/-42м/кг,РОЛКА,roll,3.000,11.25
05070439,НАСРЕЩ.УНИВ.С ПАНЕЛ НИКЕЛ,БР.,pcs,186.000,0.00
05070472,НАСРЕЩ.УНИВ.С ПАНЕЛ ЦИНК,БР.,pcs,10.000,0.27
05070438,НАСРЕЩНИК 70 ФАЛЦОВ МЕСИНГ,БР.,pcs,6.000,0.36
05070435,НАСРЕЩНИК 70 ФАЛЦОВ НИКЕЛ,БР.,pcs,136.000,0.02
05070468,НАСРЕЩНИК 70 ФАЛЦОВ ЦИНК,БР.,pcs,6.000,0.29
05070437,НАСРЕЩНИК 90 ФАЛЦОВ МЕСИНГ,БР.,pcs,6.000,0.36
05070436,НАСРЕЩНИК 90 ФАЛЦОВ НИКЕЛ,БР.,pcs,111.000,0.04
05070470,НАСРЕЩНИК 90 ФАЛЦОВ ЦИНК,БР.,pcs,16.000,0.29
0501515,НИВЕЛИР  60см МАГНИТ ЖЪЛТ LK16,БР.,pcs,5.000,2.97
0501519,НИВЕЛИР  60см МАГНИТ КАФ.LK-14,БР.,pcs,14.000,3.86
CH12045,НИВЕЛИР  60см.МТ-128,БР,pcs,91.000,2.56
0501516,НИВЕЛИР  80см МАГНИТ ЖЪЛТ LK16,БР.,pcs,23.000,3.99
CH12046,НИВЕЛИР  80см.МТ-129,БР,pcs,37.000,3.22
CH12047,НИВЕЛИР 100см.МТ-130,БР,pcs,40.000,3.63
0501513,НИВЕЛИР 100смLK-163,БР.,pcs,19.000,1.38
0501517,НИВЕЛИР 100смМАГНИТ ЖЪЛТ LK167,БР.,pcs,27.000,4.35
0501521,НИВЕЛИР 100смМАГНИТ КАФ.LK-150,БР.,pcs,16.000,4.86
CH12048,НИВЕЛИР 120см.МТ-131,БР,pcs,22.000,4.33
0501522,НИВЕЛИР 120смМАГНИТ КАФ.LK-151,БР.,pcs,27.000,6.14
05010349,НИВЕЛИР АЛУМ.100см.СИВ/KOSO/,БР.,pcs,3.000,2.89
05010348,НИВЕЛИР ЖЪЛТ 120см.,БР.,pcs,4.000,1.28
05010451,НИВЕЛИР ЖЪЛТ 40 см.,БР.,pcs,2.000,0.57
05010476,НИВЕЛИР МАЛЪК,БР.,pcs,15.000,0.41
05010368,НИВЕЛИР С ВОДАЧИ 600мм MEGA,БР.,pcs,16.000,3.32
07010983,НИКЕЛ ВРН-РЕДУКТИВ 3/4-1/2,БР.,pcs,17.000,0.23
04030135,НИКЕЛ КОЛЯНО 1/2**,БР.,pcs,8.000,0.29
07010984,НИКЕЛ МУФА-НИПЕЛ 1/2-3/8,БР.,pcs,16.000,0.23
04030118,НИКЕЛ МУФА-НИПЕЛ 3/4-1/2**,БР.,pcs,7.000,0.32
04030117,НИКЕЛ НИПЕЛ 3/4**,БР.,pcs,345.000,0.22
04030170,НИКЕЛ НИПЕЛ-НАМАЛ.3/4-1/2**,БР.,pcs,3.000,0.24
07010982,НИКЕЛ ТРОЙНИК 3/4,БР.,pcs,85.000,0.41
04030146,НИКЕЛ УДЪЛЖИТЕЛ 1.5см.**,БР.,pcs,8.000,0.18
04060076,"НИПЕЛ 2 1/2"" МЕГА**",БР.,pcs,3.000,2.34
04060078,"НИПЕЛ 3    "" МЕГА**",БР.,pcs,5.000,4.20
04060079,"НИПЕЛ 4    "" МЕГА**",БР.,pcs,2.000,17.02
04060128,"НИПЕЛ НАМ.  3/4""х  3/8""МЕГА*",БР.,pcs,26.000,0.43
04060130,"НИПЕЛ НАМ.1    ""х  1/2""МЕГА*",БР.,pcs,24.000,0.57
04060131,"НИПЕЛ НАМ.1    ""х  3/4""МЕГА*",БР.,pcs,14.000,0.61
04060170,"НИПЕЛ НАМ.1 1/4""х  3/4""МЕГА*",БР.,pcs,27.000,1.40
04060263,"НИПЕЛ НАМ.2    ""х1    ""МЕГА*",БР.,pcs,4.000,2.54
04060168,"НИПЕЛ НАМ.2 1/2""х2    ""МЕГА*",БР.,pcs,6.000,8.14
04060169,"НИПЕЛ НАМ.3    ""х2    ""МЕГА",БР.,pcs,8.000,11.75
СИ00 608308,НОЖИЦА ТРЕВА 310мм.МЕТАЛНИ ДР.,БР.,pcs,5.000,2.08
08020040,ОБРЪЧ ЗА КОМИН,БР,pcs,68.000,0.36
05060221,ОБУВКИ СТР.ЛЕТНИ ЧЕШКИ №40,БР.,pcs,2.000,10.23
05060222,ОБУВКИ СТР.ЛЕТНИ ЧЕШКИ №41,БР.,pcs,4.000,10.23
07011030,"ОВЛАЖНИТЕЛ ЗА ВЪЗДУХ ""SINBO""",БР.,pcs,13.000,2.56
070111039,ОГЛЕДАЛО С АКСЕСОАРИ БЯЛО,БР.,pcs,64.000,1.28
05020600,ОЛУК 1м.**0.5мм.,БР.,pcs,38.000,1.02
05020599,ОЛУК ЪГЛОВ-ВЪТРЕШЕН**,БР.,pcs,19.000,2.05
07011103,"ОРОСИТЕЛ ""GARDEN""-1.5л.(6бр.)",БР.,pcs,12.000,3.84
07010066,ОРОСИТЕЛ ДЪГА 0.300л,БР.,pcs,43.000,0.25
АТРА6117,ОСВЕТ.ТЯЛО ЛИНИЯ 1 IP54 бяла,БР,pcs,6.000,4.51
05020669,ОТВЕС MEGA**,БР.,pcs,37.000,0.43
РЕ8080652,ОТВЕС ЗИД.100гр.,БР,pcs,11.000,0.83
РЕ8080653,ОТВЕС ЗИД.200гр.,БР,pcs,2.000,1.07
05010938,ОЧИЛА ПРЕДПАЗНИ 797 (12бр),БР.,pcs,57.000,0.41
05010939,ОЧИЛА ПРЕДПАЗНИ 798 (12бр.),БР.,pcs,27.000,0.41
03010036,ПАКЕТЕН Н-Л 315 W,БР.,pcs,11.000,0.69
03010037,ПАКЕТЕН Н-Л 500 W,БР.,pcs,10.000,0.74
05021084,ПАНТА ЗА КОШЕР N25 /12бр./,БР.,pcs,12.000,0.16
05021085,ПАНТА ЗА КОШЕР N30 /12бр./,БР.,pcs,12.000,0.17
05021086,ПАНТА ЗА КОШЕР N35 /12бр./,БР.,pcs,12.000,0.19
05070019,ПАНТА КЛАВИРНА 1.8м.,БР.,pcs,54.000,0.21
0507634,ПАНТА КЛАВИРНА РОЛКА 35м.,РОЛКА,roll,9.000,5.55
СЛ00 8L,ПАНТА ПРОЗОРЕЦ N 8 ЛЯВА ЦИНК,БР.,pcs,14.000,0.34
02010011,ПАРТИ ГРИЛ/ЕМАЙЛ-ВАРНА/,БР.,pcs,1.000,10.74
02010108,ПАРТИ ГРИЛ/САНДАНСКИ/,БР.,pcs,1.000,7.16
05010216,ПАТР.БОРМАШИНА 13ММ ROHM**,БР.,pcs,4.000,5.11
05010325,ПАТР.БОРМАШИНА 16мм РЕЗБА ВА**,БР.,pcs,4.000,3.58
03050142,ПАТРОН  6А,БР.,pcs,40.000,0.10
03050141,ПАТРОН 10А,БР.,pcs,11.000,0.10
03050404,ПАТРОН 16А,БР.,pcs,28.000,0.10
03050037,ПАТРОН 35А**,БР.,pcs,155.000,0.20
03050038,ПАТРОН 50А**,БР.,pcs,464.000,0.20
05070586,"ПАТРОН 70 WC""ПЮРКЪР""",БР.,pcs,23.000,3.22
05070614,ПАТРОН ВЕНДА 40мм С ТОКА-WC**,БР.,pcs,9.000,1.63
03060056,ПВА-1/4.0кв./-син/червен,М.,m,100.000,0.29
CHК4030,ПВВ 2х4.0 М4-30,МЕТРИ,m,2547.000,0.25
CHК6016,ПВВ 3х1.0 М6-7,МЕТРИ,m,6399.000,0.15
CHК4031,ПВВ 3х1.5 М4-31,МЕТРИ,m,999.000,0.14
CHК6015,ПВВ 3х1.5 М6-8,МЕТРИ,m,5100.000,0.21
CHК6018,ПВВ 3х2.5 М6-9,МЕТРИ,m,859.000,0.27
03060041,ПВВ МБ1 2*6.0******,МЕТРИ,m,13.000,0.87
08020186,ПЕЧКА ЕМАЙЛИРАНА ЗА БАНЯ**,БР,pcs,4.000,23.01
05020960,ПИРОН С ПЛАНКА ЗА ПОКР.ПЛОСК.,БР.,pcs,900.000,0.04
05070365,ПЛАНКА  2-N10.7*,БР.,pcs,11.000,3.01
05070367,ПЛАНКА  9*,БР.,pcs,23.000,1.25
05070368,ПЛАНКА 12-5х5*,БР.,pcs,53.000,0.18
05070369,ПЛАНКА 12-7х7*,БР.,pcs,33.000,0.27
05070371,ПЛАНКА 13-13х13*,БР.,pcs,44.000,0.87
05070376,ПЛАНКА 18-16х6*,БР.,pcs,8.000,0.42
05070377,ПЛАНКА 19-26х7*,БР.,pcs,6.000,0.89
05070285,ПЛАНКА ЪГЛ.100х100х 30х2/150б.,БР.,pcs,6036.000,0.15
03070133,ПЛАФОН 504-А,БР.,pcs,4.000,2.77
03070085,ПЛАФОН 506-25,БР.,pcs,4.000,3.56
03070084,ПЛАФОН 506-А,БР.,pcs,5.000,2.80
03070088,ПЛАФОН 508-25,БР.,pcs,2.000,2.45
03070106,ПЛАФОН 544/04,БР.,pcs,2.000,4.98
03070132,ПЛАФОН 554-02,БР.,pcs,3.000,4.98
03070131,ПЛАФОН 554-03,БР.,pcs,2.000,4.98
03070130,ПЛАФОН 554-05,БР.,pcs,3.000,4.98
03070123,ПЛАФОН 557-02,БР.,pcs,1.000,9.67
03070108,ПЛАФОН 559/03,БР.,pcs,10.000,4.91
03070109,ПЛАФОН 559/04,БР.,pcs,10.000,4.91
08020312,ПЛОЧА ЧУГУН ЗА Г.П.31х34,БР,pcs,15.000,1.53
01020007,ПЛОЧА ЧУГУНЕНА ЗА ГАЗОВА СКАРА,БР.,pcs,11.000,10.23
07011156,ПОИЛКА ЗА ПРАСЕ И АГНЕ,БР.,pcs,4.000,7.87
07011155,ПОИЛКА ЗА ТЕЛЕ,БР.,pcs,5.000,6.10
07011049,ПОИЛКА ЗА ТЕЛЕ 3Л.НОВА,БР.,pcs,6.000,2.78
07011145,ПОИЛКА ф250 (6бр.),БР.,pcs,13.000,1.31
07010559,ПОКРИВЕН НАЙЛ.20квPROMAST-25бр,БР.,pcs,170.000,0.83
02010293,"ПОМПА БЕНЗ.7002395 -1""",БР.,pcs,1.000,111.67
CHК7040,"ПОМПА БЕНЗИН 1"" М8-42-3",БР,pcs,2.000,68.38
02010174,"ПОМПА БЕНЗИН.-WP50A 2""0910030*",БР.,pcs,2.000,134.98
02010245,"ПОМПА БЕНЗИН.3"" KOSHIN**",БР.,pcs,1.000,224.97
04060162,ПОМПА ЕЛ.НЕРЪЖ.2300W-0930073,БР.,pcs,1.000,69.70
06010279,ПОМПА ПОТОПЯЕМА 1/2 УРОЖАЙ,БР.,pcs,1.000,26.08
06010061,ПОМПА ПОТОПЯЕМА BUL-MAX,БР.,pcs,1.000,34.77
ПФ01ТР20ТВ,ППР-ТРЪБА Ф20 /3м/ 35бр.ПАКЕТ,БР.,pcs,20.000,1.07
ПФ01ТР25ТВ,ППР-ТРЪБА Ф25х4.2мм./3м.-20бр.,БР.,pcs,12.000,1.61
ПФ01ТР32ТВ,ППР-ТРЪБА Ф32х5.4мм./3м.,БР.,pcs,14.000,2.91
03050290,ПРЕДП.КАПАЧКА ЗА КОНТАКТ,БР.,pcs,492.000,0.04
CHК2006,ПРЪСКАЛО С КОЛЧЕ М2-6  8094**,БР,pcs,3.000,0.60
07010085,ПРЪСКАЛО ЦВЕТЕ**,БР.,pcs,18.000,2.17
07010397,"ПРЪСКАЧКА ""GARDENIA""16л.ЛУКС",БР.,pcs,23.000,15.85
07010370,ПРЪСКАЧКА 20л ГРЪБНА,БР.,pcs,17.000,13.14
07011106,"ПРЪЧКА ""GARDEN""-2.0м.",БР.,pcs,3.000,3.70
07011109,"ПРЪЧКА ""GARDEN""-2.0м.+кран",БР.,pcs,2.000,5.04
07010655,ПРЪЧКА АЛУМ.100см-БЕЗ ГАЙКА**,БР.,pcs,11.000,1.28
07010503,ПРЪЧКА АЛУМ.100см-ГОЛЯМА,БР.,pcs,14.000,2.76
07010656,ПРЪЧКА АЛУМ.150см-БЕЗ ГАЙКА**,БР.,pcs,8.000,1.53
07010760,ПРЪЧКА ЗА ПРЪСК+ПИСТ+ДЮЗА,БР.,pcs,115.000,6.08
01010055,ПЪРЛАЧКА С КРАНЧЕ-средна,БР.,pcs,8.000,2.94
01010267,ПЪРЛАЧКА Ф51 СРЕДНА С КРАН,БР.,pcs,34.000,3.07
01010275,ПЪРЛАЧКА ХРОМ СРЕДНА С КРАН,БР.,pcs,8.000,4.91
01010274,ПЪРЛАЧКА ХРОМ.ДЪЛГА С КРАН,БР.,pcs,9.000,5.52
01010286,ПЪРЛАЧКА ХРОМ.Ф50+Ф40 С КРАН,БР.,pcs,9.000,4.35
01010101,ПЪРЛАЧКА-ПИСТОЛЕТ,БР.,pcs,5.000,1.12
03050222,РАЗК.КУТ.ЗА ГИПС КАРТ.ISILDAR,БР.,pcs,250.000,0.10
03020035,РАЗКЛ-АДАПТЕР 2-ка черен/ТОДИ/,БР.,pcs,4.000,0.37
03020037,РАЗКЛ-АДАПТЕР 3-ка черен/ТОДИ/,БР.,pcs,9.000,0.52
03020025,РАЗКЛ.2-ЕН БК /СМОЛЯН/-бял,БР.,pcs,46.000,0.86
03020112,РАЗКЛ.АДАПТЕР 4х2.5А EMOS,БР.,pcs,9.000,0.62
03030067,РАЗКЛ.КУТИЯ 85х85 СКРИТ.ТЕХНИЛ,БР.,pcs,36.000,0.07
03050279,РАЗКЛ.КУТИЯ Г.К. 110х110,БР.,pcs,290.000,0.27
03050227,РАЗКЛ.КУТИЯ КВАДРАТ/8х8/-/50бр,БР.,pcs,78.000,0.11
03050225,РАЗКЛ.КУТИЯ С КАПАЧЕ ОБИК.ОБЛА,БР.,pcs,20.000,0.04
СИ00 654098,РАЗПРЪСКВАЧ ВЪРТЯЩ 3-раменен,БР.,pcs,14.000,1.74
ХМСТ0000000012,РАТИМОР ТУНЕЛ МИШЕЛОВ,БР.,pcs,18.000,0.46
CHК7004,РВНН ALTEN BAGA М7-10**,БР,pcs,9.000,2.30
01010062,РВНН ПЪРШИНГ РУСКИ*,БР.,pcs,2.000,3.07
CHК2021,РЕВИЗИОНЕН КАПАК 15х20 М2-21**,БР,pcs,63.000,0.60
CHК2019,РЕВИЗИОННА РЕШЕТ.18х25 М2-19**,БР,pcs,81.000,0.38
CHК2020,РЕВИЗИОННА РЕШЕТ.20х30 М2-20**,БР,pcs,97.000,0.54
ПФ02ВРН 34- 12,"РЕДУКТИВ ВРН   3/4""-  1/2""",бр.,pcs,541.000,0.27
04060146,"РЕДУКТИВ ВРН 1    ""х  1/2""МЕГА",БР.,pcs,145.000,0.37
04060147,"РЕДУКТИВ ВРН 1    ""х  3/4""МЕГА",БР.,pcs,3.000,0.40
ПФ02ВРН112-114,"РЕДУКТИВ ВРН 1 1/2""-1 1/4""",бр.,pcs,1.000,0.69
04060175,"РЕДУКТИВ ВРН 1 1/2""х  3/4""МЕГА",БР.,pcs,17.000,0.91
ПФ02ВРН114- 34,"РЕДУКТИВ ВРН 1 1/4""-  3/4""",бр.,pcs,13.000,0.58
04060148,"РЕДУКТИВ ВРН 1 1/4""х  1/2""МЕГА",БР.,pcs,11.000,0.58
04060150,"РЕДУКТИВ ВРН 1 1/4""х1    ""МЕГА",БР.,pcs,2.000,0.31
04060199,"РЕДУКТИВ ВРН 1 1/4""х1 1/2""МЕГА",БР.,pcs,1.000,0.64
040602691,"РЕДУКТИВ ВРН 2    ""Х1/2 ""*",БР.,pcs,3.000,1.53
04060177,"РЕДУКТИВ ВРН 3    ""х2    ""МЕГА",БР.,pcs,3.000,3.94
04060274,"РЕДУКТИВ ВРН 3    ""х2 1/2""*",БР.,pcs,5.000,4.00
07011186,РЕШЕТКА Ф 120 с мрежа,БР.,pcs,4.000,1.22
03060050,РК-75-5-341 АК,БР.,pcs,30.000,0.46
04030327,РОЗЕТКА ЗА С-Л 1/2 АГРИЯ/МЕСИН,БР.,pcs,19.000,0.17
04030204,РОЗЕТКА ЗА СМЕСИТЕЛ-ПЛАСТМАСОВ,БР.,pcs,18.000,0.20
08020136,РОЗЕТКА ПВЦ Ф 130**,БР,pcs,7.000,0.82
CHК1039,РОЛКА ЗА ПОВДИГ.ЧЕРНА Е-17**,БР,pcs,35.000,0.95
10010035,РР РАКОР Ф16,БР,pcs,333.000,0.30
10010031,РР СЪЕДИНИТЕЛ Ф20,БР,pcs,42.000,0.80
10010030,РР ТЕТКА М/Ж-Ф16,БР,pcs,55.000,0.80
06010101,РТР БОРМАШИНА АКУМ.14.4V 402*,БР.,pcs,1.000,23.74
050206781,РЪКАВИЦИ ЛАТЕКС 50бр.в ПАКЕТ,ПАКЕТ,pack,20.000,1.04
04030290,РЪКОХВАТКА 633-С200 АБС**,БР.,pcs,56.000,0.11
04030292,РЪКОХВАТКА 637-ИСКЪР АБС**,БР.,pcs,62.000,0.41
04040133,САН-ПЛАСТ КАЗАНЧЕ ДВУСТ.БЕЖОВО,БР.,pcs,7.000,12.55
04040141,САН-ПЛАСТ ПОПЛАВЪК ЗА ПВЦ КАЗА,БР.,pcs,12.000,0.48
БГСП02,САП ЗА ЛОПАТА,БР.,pcs,20.000,0.56
05010931,САП ЗА ЧУК,БР.,pcs,514.000,0.10
МР02 130,СВРЕДЛО МЕТАЛ HSS Ф 1.3 мм/10б,бр.,pcs,10.000,0.12
МР02 270,СВРЕДЛО МЕТАЛ HSS Ф 2.7 мм/10б,бр.,pcs,8.000,0.12
МР02 350,СВРЕДЛО МЕТАЛ HSS Ф 3.50мм/10б,бр.,pcs,6.000,0.14
МР02 370,СВРЕДЛО МЕТАЛ HSS Ф 3.70мм/10б,бр.,pcs,10.000,0.17
МР02 410,СВРЕДЛО МЕТАЛ HSS Ф 4.1 мм/10б,бр.,pcs,4.000,0.18
МР02 430,СВРЕДЛО МЕТАЛ HSS Ф 4.30мм/10б,бр.,pcs,10.000,0.20
МР02 440,СВРЕДЛО МЕТАЛ HSS Ф 4.40мм/10б,бр.,pcs,10.000,0.20
МР02 450,СВРЕДЛО МЕТАЛ HSS Ф 4.50мм/10б,бр.,pcs,9.000,0.20
МР02 470,СВРЕДЛО МЕТАЛ HSS Ф 4.70мм/10б,бр.,pcs,10.000,0.20
МР02 480,СВРЕДЛО МЕТАЛ HSS Ф 4.80мм/10б,бр.,pcs,80.000,0.23
МР02 520,СВРЕДЛО МЕТАЛ HSS Ф 5.20мм/10б,бр.,pcs,8.000,0.28
МР02 540,СВРЕДЛО МЕТАЛ HSS Ф 5.40мм/10б,бр.,pcs,10.000,0.28
МР02 550,СВРЕДЛО МЕТАЛ HSS Ф 5.50мм/10б,бр.,pcs,30.000,0.29
МР02 560,СВРЕДЛО МЕТАЛ HSS Ф 5.60мм/10б,бр.,pcs,10.000,0.29
МР02 570,СВРЕДЛО МЕТАЛ HSS Ф 5.70мм/10б,бр.,pcs,10.000,0.29
МР02 590,СВРЕДЛО МЕТАЛ HSS Ф 5.90мм/10б,бр.,pcs,10.000,0.31
МР02 650,СВРЕДЛО МЕТАЛ HSS Ф 6.50мм/10б,бр.,pcs,10.000,0.36
МР02 700,СВРЕДЛО МЕТАЛ HSS Ф 7.00мм/10б,бр.,pcs,55.000,0.38
МР02 750,СВРЕДЛО МЕТАЛ HSS Ф 7.50мм/10б,бр.,pcs,50.000,0.46
МР02 850,СВРЕДЛО МЕТАЛ HSS Ф 8.50мм/5бр,бр.,pcs,19.000,0.64
МР02 950,СВРЕДЛО МЕТАЛ HSS Ф 9.50мм/5бр,бр.,pcs,35.000,0.74
МР021100,СВРЕДЛО МЕТАЛ HSS Ф11.00мм/5бр,бр.,pcs,30.000,1.03
МР021150,СВРЕДЛО МЕТАЛ HSS Ф11.50мм/5бр,бр.,pcs,15.000,1.03
МР021250,СВРЕДЛО МЕТАЛ HSS Ф12.50мм/5бр,бр.,pcs,10.000,1.30
05060227,СЕЗАЛ ТЕКСТ,КГ.,kg,117.600,2.05
05050143,СЕЛ.ХАРТИЕНО ТИКСО 19х40м**,БР.,pcs,46.000,0.45
CHСН092,СИЛИК.МАРКУЧ Ф10 /35м./М6-74,РОЛКА,roll,16.000,5.80
CHСН093,СИЛИК.МАРКУЧ Ф12 /25м./М6-75,РОЛКА,roll,6.000,4.69
CHСН094,СИЛИК.МАРКУЧ Ф14 /20м./М6-76,РОЛКА,roll,9.000,4.69
CHСН089,СИЛИК.МАРКУЧ Ф6 /65м./М6-71,РОЛКА,roll,22.000,4.69
CHСН090,СИЛИК.МАРКУЧ Ф7 /55м./М6-72,РОЛКА,roll,8.000,4.29
05030042,СИЛИКОНОВ МАРКУЧ Ф12-АРМИРАН**,ТОП,bundle,1.000,16.62
05020712,СИН КАМЪК-КЪНЧЕВИ /1кг/*,БР.,pcs,132.000,2.35
05020977,СИНДЖИР БЯЛ ПЛЕТЕН 50м.-РОЛКА,РОЛКА,roll,61.000,5.74
05020796,СИНДЖИР ЗА ЖИВОТНИ 4мм.N100**,БР.,pcs,79.000,0.97
05020793,СИНДЖИР ЧЕРЕН 3мм.N200**,БР.,pcs,100.000,0.86
05020794,СИНДЖИР ЧЕРЕН 4мм.N200**,БР.,pcs,70.000,1.02
05020831,СИНДЖИР-10мм./20м./,РОЛКА,roll,1.000,63.91
05020832,СИНДЖИР-12мм./18м./,РОЛКА,roll,1.000,63.91
04030266,СИФОН ЕЛИ МЕСИНГ,БР.,pcs,4.000,4.09
04030352,СИФОН ЗА МИВКА МЕТАЛЕН,БР.,pcs,18.000,2.81
04030094,СИФОН МЕСИНГ КВАД.СТ.МОД.,БР.,pcs,7.000,4.60
04030300,СИФОН МЕСИНГ КВАД.СТ.МОД.-ПРАВ,БР.,pcs,2.000,4.60
04030301,СИФОН МЕСИНГ КРЪГ.СТ.МОД.-ПРАВ,БР.,pcs,2.000,4.86
04030100,СИФОН МЕСИНГ НОВ.МОД.,БР.,pcs,12.000,4.35
04030380,СИФОН ПВЦ С КАПАК ХРОМ-В.Е.М.,БР.,pcs,23.000,1.79
04030059,СИФОН ПЛАСТМ. Ф32 ПОДОВ,БР.,pcs,4.000,0.46
04030391,СИФОН РОГОВ Ф50 А-Д БОЯ,БР.,pcs,18.000,1.53
04030392,СИФОН РОГОВ Ф50 А-Д ГОЛЯМ,БР.,pcs,11.000,2.56
04031042,СИФОН РОГОВ Ф50 КВАД.ХРОМ-г.ос,БР.,pcs,12.000,5.37
04030263,СИФОН РОГОВ Ф50 ПРОФИЛ БОЯ,БР.,pcs,2.000,1.79
04030215,СИФОН РОГОВ ХРОМ,БР.,pcs,9.000,3.32
04030057,СИФОН РОГОВ ХРОМ 10/10 ТОНИ**,БР.,pcs,44.000,2.51
04030320,СИФОН РОГОВ ЦАМ,БР.,pcs,9.000,4.09
04030086,"СИФОН РОГОВ-НИК.""ТИК-ТАК""КИТАЙ",БР.,pcs,2.000,4.60
04030280,СИФОН Ф110-КВАДРАТ 25х25,БР.,pcs,2.000,7.16
04030224,СИФОН Ф110-КРЪГЪЛ БОЯ,БР.,pcs,4.000,4.24
04030387,СИФОН Ф32 КВАДРАТ МАЛЪК А-Д,БР.,pcs,23.000,1.28
04030388,СИФОН Ф32 КРЪГЪЛ МАЛЪК А-Д,БР.,pcs,4.000,1.07
04030249,СИФОН Ф32 МАЛЪК,БР.,pcs,3.000,1.33
03030208,СИФОН Ф32-КРЪГЪЛ,БР.,pcs,5.000,1.28
04030210,СИФОН Ф32-КРЪГЪЛ БОЯ,БР.,pcs,4.000,1.28
04030220,СИФОН Ф50/110-КВАДРАТ,БР.,pcs,7.000,2.81
04030323,СИФОН ХРОМ ВЪРТЯЩ-ПРАВ,БР.,pcs,2.000,6.14
04030322,СИФОН ХРОМ ВЪРТЯЩ-РОГОВ,БР.,pcs,4.000,6.90
СТ03  178,СИФОН ЧАШКА с отцед.с изв-178,бр.,pcs,2.000,2.45
080201693,СКАРИ ЗА ЧУДО МЕТАЛ-ЗА ДОЛНО,БР,pcs,339.000,0.84
08020190,СКАРИ ОГНИЩЕ 40,БР,pcs,18.000,8.33
08020191,СКАРИ ОГНИЩЕ 50,БР,pcs,16.000,8.07
03010162,СКОБА ПВЦ БЯЛА 1х25/100бр./*,ПАКЕТ,pack,8.000,4.20
03010173,СКОБА ПВЦ БЯЛА 1х25/20бр./*,ПАКЕТ,pack,7.000,0.89
03010174,СКОБА ПВЦ БЯЛА 1х27/20бр./*,ПАКЕТ,pack,4.000,0.95
03010160,СКОБА ПВЦ БЯЛА 1х28/100бр./*,ПАКЕТ,pack,1.000,4.33
03010161,СКОБА ПВЦ БЯЛА 1х32/100бр./*,ПАКЕТ,pack,1.000,4.44
03010158,СКОБА ПВЦ БЯЛА 2х20/100бр./*,ПАКЕТ,pack,2.000,5.52
03010159,СКОБА ПВЦ БЯЛА 2х27/100бр./,ПАКЕТ,pack,5.000,5.99
05030028,СКОБИ 1 1/2 ЗА ПОЖАРНИ СИСТЕМ*,БР.,pcs,48.000,0.24
05030027,СКОБИ 1 1/4 ЗА ПОЖАРНИ СИСТЕМ*,БР.,pcs,74.000,0.21
05030026,"СКОБИ 1"" ЗА ПОЖАРНИ СИСТЕМИ**",БР.,pcs,90.000,0.21
05030030,СКОБИ 2 1/2 ЗА ПОЖАРНИ СИСТЕМ*,БР.,pcs,40.000,0.38
05030029,"СКОБИ 2"" ЗА ПОЖАРНИ СИСТЕМИ**",БР.,pcs,40.000,0.26
05030031,"СКОБИ 3"" ЗА ПОЖАРНИ СИСТЕМИ**",БР.,pcs,21.000,0.42
05030025,СКОБИ 3/4 ЗА ПОЖАРНИ СИСТЕМИ**,БР.,pcs,126.000,0.19
05030032,"СКОБИ 4"" ЗА ПОЖАРНИ СИСТЕМИ**",БР.,pcs,15.000,0.52
05020967,СКОБИ TORK  110-130 /1бр./**,БР.,pcs,47.000,0.15
