sku,microinvest_code,name_bg,unit,unit_raw,quantity,purchase_price,retail_price,selling_price
NOC-7D3C351F8B,,СТ01  387       ЛАЙСНА 387 ВИНКЕЛ 25х25жълт по,pcs,бр.,0.000,0.00,0.00,3.07
NOC-1E111F5064,,СТ01  388       ЛАЙСНА 388 ВИНКЕЛ 30х30сив пол,pcs,бр.,0.000,0.00,0.00,3.80
NOC-2E46E5313B,,СТ01  389       ЛАЙСНА 389 ВИНКЕЛ 30х30жълт по,pcs,бр.,0.000,0.00,0.00,3.80
NOC-2310C92646,,СТ01  390       ЛАЙСНА 390 СТЪП. сива полирана,pcs,бр.,0.000,0.00,0.00,2.90
NOC-EA5A50611E,,СТ01  391       ЛАЙСНА 391 ПРОФ.СТЪП.10х24ж.по,pcs,бр.,0.000,0.00,0.00,2.90
NOC-127154F127,,СТ01  393       ЛАЙСНА 393 ПРЕХОД Т 15мм ж.пол,pcs,бр.,0.000,0.00,0.00,2.35
NOC-B02CB3B14E,,СТ01  394       ЛАЙСНА 394 ВЪТ.12мм бронз,pcs,бр.,0.000,0.00,0.00,2.62
NOC-7D1004F6F0,,СТ01  395       ЛАЙСНА 395 СТЪП.10мм ж.лукс по,pcs,бр.,0.000,0.00,0.00,2.48
NOC-8661EE8D2D,,СТ01  396       ЛАЙСНА 396 ПРЕХОД Т 30мм бронз,pcs,бр.,0.000,0.00,0.00,2.83
NOC-094C7D94AB,,СТ01  413       ЛАЙСНА 413 ВЪН.ЪГЪЛ 8мм сатен,pcs,бр.,0.000,0.00,1.02,0.98
NOC-A4CCFAEEFF,,СТ01  415       ЛАЙСНА 415 ВЪН.10мм бронз лук,pcs,бр.,0.000,0.00,0.00,2.35
NOC-018ACA74D4,,СТ01  416       ЛАЙСНА 416 ВЪН.10мм бронз л.по,pcs,бр.,0.000,0.00,0.00,2.35
NOC-9ABE80AE7B,,СТ01  417       ЛАЙСНА 417 СТЪП.С 10мм бронз л,pcs,бр.,0.000,0.00,0.00,2.48
NOC-3CDE646D8C,,СТ01  418       ЛАЙСНА 418 СТЪП.С 10мм бр.л.по,pcs,бр.,0.000,0.00,0.00,2.62
NOC-906DEF8300,,СТ01  419       ЛАЙСНА 419 ВЪН.10мм С сива лук,pcs,бр.,0.000,0.00,0.00,1.43
NOC-A8B6AB8A37,,СТ01  420       ЛАЙСНА 420 ВЪТР.10мм бронз лук,pcs,бр.,0.000,0.00,0.00,2.56
NOC-C28FF5243C,,СТ01  421       ЛАЙСНА 421 ВЪТР.10мм бронз пол,pcs,бр.,0.000,0.00,0.00,2.97
NOC-AE965231E3,,СТ01  426       ЛАЙСНА 426 ЗАВ.ПРОФИЛ 10мм сив,pcs,бр.,0.000,0.00,0.00,1.48
NOC-3312407044,,СТ01  427       ЛАЙСНА 427 ЗАВ.ПРОФИЛ 12мм сив,pcs,бр.,0.000,0.00,0.00,1.66
NOC-03335180BD,,СТ01  428       ЛАЙСНА 428 ВЪТ.12мм сива,pcs,бр.,0.000,0.00,0.00,1.78
NOC-3D20F99C78,,СТ01  429       ЛАЙСНА 429 ПРЕХОД Т 15мм сива,pcs,бр.,0.000,0.00,0.00,1.63
NOC-1A4A95F681,,СТ01  430       ЛАЙСНА 430 ПРЕХОД Т 15мм жълта,pcs,бр.,0.000,0.00,0.00,1.63
NOC-FAB2FCE2D9,,СТ01  432       ЛАЙСНА 432 ВИНКЕЛ 15х15 сив ск,pcs,бр.,0.000,0.00,0.00,1.49
NOC-DAE579A464,,СТ01  433       ЛАЙСНА 433 ВИНКЕЛ 15х15жълт ск,pcs,бр.,0.000,0.00,0.00,1.43
NOC-B29E913346,,СТ01  435       ЛАЙСНА 435 ВИНКЕЛ 25х25жълт ск,pcs,бр.,0.000,0.00,0.00,2.48
NOC-1B5907D3F6,,СТ01  441       ЛАЙСНА 441 ВИНКЕЛ 2/2 сатен,pcs,бр.,0.000,0.00,0.00,1.99
NOC-939F2DE344,,СТ01  444       ЛАЙСНА 444 ВЪН.12мм сива,pcs,бр.,0.000,0.00,0.00,1.16
NOC-2FC5EED34A,,СТ01  447       ЛАЙСНА 447 СТЪП.сатен лукс,pcs,бр.,0.000,0.00,0.00,2.36
NOC-6465420741,,СТ01  449       ЛАЙСНА 449 ВЪН.10мм сива лукс,pcs,бр.,0.000,0.00,0.00,2.10
NOC-AE827DE26E,,СТ01  452       ЛАЙСНА 452 ПРЕХОД Т сатен,pcs,бр.,0.000,0.00,0.00,1.46
NOC-684008688B,,СТ01  463       ЛАЙСНА 463 ВЪН.10мм сива полир,pcs,бр.,0.000,0.00,0.00,1.53
NOC-AC6CD7DC84,,СТ01  464       ЛАЙСНА 464 ВЪТ.10мм сива полир,pcs,бр.,0.000,0.00,0.00,2.05
NOC-A352016810,,СТ01  465       ЛАЙСНА 465 ВЪН. 8мм сива полир,pcs,бр.,0.000,0.00,0.00,1.53
NOC-3185A9B849,,СТ01  467       ЛАЙСНА 467 СТЪП.С 10мм сива по,pcs,бр.,0.000,0.00,0.00,2.30
NOC-86DA8DE199,,СТ01  495       ЛАЙСНА 495  СТЪПАЛО F сива,pcs,бр.,0.000,0.00,0.00,1.85
NOC-F398191894,,СТ01  497       ЛАЙСНА 497 ЗАВ.ПРОФИЛ  8мм сив,pcs,бр.,0.000,0.00,0.00,1.48
NOC-3AD10D2498,,СТ01  498       ЛАЙСНА 498 СТЪП.F сива полиран,pcs,бр.,0.000,0.00,0.00,2.56
NOC-600EA2713A,,СТ01  499       ЛАЙСНА 499 ВЪН.10мм сива лукс,pcs,бр.,0.000,0.00,0.00,1.76
NOC-7CC18A0B1D,,СТ01  533       ЛАЙСНА 533 ВИНКЕЛ 15х15жълт пр,pcs,бр.,0.000,0.00,0.00,1.43
NOC-A9CCC31F03,,СТ01  534       ЛАЙСНА 534 ВИНКЕЛ 20х20сив пра,pcs,бр.,0.000,0.00,0.00,1.73
NOC-C49C6D7758,,СТ01  536       ЛАЙСНА 536 ВИНКЕЛ 25х25сив пра,pcs,бр.,0.000,0.00,0.00,2.66
NOC-815FBB321B,,СТ01  537       ЛАЙСНА 537 ВИНКЕЛ 25х25жълт пр,pcs,бр.,0.000,0.00,0.00,2.66
NOC-AB2DDBEB96,,СТ01  538       ЛАЙСНА 538 ВИНКЕЛ 30х30сив пра,pcs,бр.,0.000,0.00,0.00,2.43
NOC-13761BDF62,,СТ01  539       ЛАЙСНА 539 ВИНКЕЛ 30х30жълт пр,pcs,бр.,0.000,0.00,0.00,2.43
NOC-8056474243,,СТ01  540       ЛАЙСНА 540 ВИНКЕЛ 40х40сив пра,pcs,бр.,0.000,0.00,0.00,4.09
NOC-9D6E5CCADA,,СТ01  541       ЛАЙСНА 541 ВИНКЕЛ 40х40жълт пр,pcs,бр.,0.000,0.00,0.00,4.09
NOC-F928A21E8F,,СТ01  542       ЛАЙСНА 542  СТЪПАЛО F сива12мм,pcs,бр.,0.000,0.00,0.00,2.51
NOC-6182748C83,,СТ02 411- 0     ЛАЙСНА ЕДНОЦВ.ВЪН.БЯЛА,pcs,бр.,0.000,0.00,0.00,0.42
NOC-5FC2A86480,,СТ02 411- 2     ЛАЙСНА ЕДНОЦВ.ВЪН.САХАРА,pcs,бр.,0.000,0.00,0.00,0.42
NOC-01F54EF84D,,СТ02 422- 2     ЛАЙСНА ЕДНОЦВ.ВЪТР.САХАРА,pcs,бр.,0.000,0.00,0.00,0.35
NOC-F43D2177A4,,0309 PL 11W     М.ЕНЕРГ.ЛАМПА 11W 220-240V,pcs,БР.,0.000,0.00,0.00,0.56
NOC-FAD3A3CC7F,,0309 HL  8811   М.ЕНЕРГ.ЛАМПА 11W/E27-Т2.5,pcs,БР.,0.000,0.00,0.00,0.00
NOC-0CAE45CC15,,0309 HL 8811    М.ЕНЕРГ.ЛАМПА 11W/E27-Т2.8,pcs,БР.,0.000,0.00,0.00,1.93
NOC-4DE076457F,,0309 HL 8211    М.ЕНЕРГ.ЛАМПА 11W/Е14 6400К,pcs,БР.,0.000,0.00,0.00,1.35
NOC-A6D436EF4D,,0309 PLC 13W    М.ЕНЕРГ.ЛАМПА 13W 220-240V,pcs,БР.,0.000,0.00,0.00,0.80
NOC-98A60F0B9A,,0309 HL 8815    М.ЕНЕРГ.ЛАМПА 15W/E14-СПИРАЛА,pcs,БР.,0.000,0.00,0.00,0.00
NOC-880E35B24D,,0309 HL 8315    М.ЕНЕРГ.ЛАМПА 15W/E27-ОБИКН,pcs,БР.,0.000,0.00,0.00,1.88
NOC-9FF987048F,,0309 PLC 18W    М.ЕНЕРГ.ЛАМПА 18W 220-240V,pcs,БР.,0.000,0.00,0.00,0.80
NOC-3BEB1152AD,,0309 PLC 26W    М.ЕНЕРГ.ЛАМПА 26W 220-240V,pcs,БР.,0.000,0.00,0.00,0.72
NOC-1174C401EA,,0309 PL 9W      М.ЕНЕРГ.ЛАМПА 9W 220-240V,pcs,БР.,0.000,0.00,0.00,0.51
NOC-3109D88F29,,0309 HL 8209    М.ЕНЕРГ.ЛАМПА 9W/Е27,pcs,БР.,0.000,0.00,0.00,1.35
NOC-06FA408F9F,,0309 HL 2001    М.ЛУМ.ТЯЛО 13W T5-БЯЛО,pcs,БР.,0.000,0.00,0.00,0.00
NOC-EEAE06354B,,0309 6068- 25   М.ПЛАФОН SEMBOL-БЯЛ,pcs,БР.,0.000,0.00,0.00,0.00
NOC-F61DA84474,,СИ00  570069    МАРКУЧ ЗА ВЪЗДУХ СПИРАЛА 15м.,pcs,БР.,0.000,0.00,0.00,4.19
NOC-5685EE6D36,,CHВЕSH2000/800  МАСА-ПИЦАРСКА SH2000/800***,pcs,БР,4.000,843.63,1763.96,1763.96
NOC-2C1CD01A8D,,0501  82        МАСАТ,pcs,БР.,0.000,0.00,0.00,0.00
NOC-A7E7A1DC41,,0301  10        МОТОР ЗА ДЮНЕР FB 1274,pcs,БР.,2.000,53.17,76.69,76.69
NOC-8E48B4F0D1,,MPЕЖ   1м       МРЕЖА     1М   1/2х1      25м.,bundle,ТОП,0.000,0.00,55.37,55.37
NOC-DD5888BE94,,MPЕЖ    1м      МРЕЖА     1М   1х1        25м.,bundle,ТОП,99.000,38.35,69.00,69.00
NOC-8C24D5D199,,MPЕЖ     1м     МРЕЖА     1М   1х2        25м.,bundle,ТОП,0.000,0.00,27.71,27.71
NOC-3ACF2D7DB6,,MPЕЖ  1м        МРЕЖА     1М   3/4х3/4    25м.,bundle,ТОП,0.000,0.00,71.58,71.58
NOC-27E3898EA9,,MPЕЖ   1.2м     МРЕЖА    1.2М   1/2х1     25м.,bundle,ТОП,0.000,0.00,65.96,65.96
NOC-2C4C592B1D,,MPЕЖ 1.2м       МРЕЖА    1.2М   1/2х1/2   25м.,bundle,ТОП,0.000,0.00,88.56,88.56
NOC-499231BBF4,,MPЕЖ    1.2м    МРЕЖА    1.2М   1х1       25м.,bundle,ТОП,0.000,0.00,44.33,44.33
NOC-4EB087EE6F,,MPЕЖ     1.2м   МРЕЖА    1.2М   1х2       25м.,bundle,ТОП,0.000,0.00,33.23,33.23
NOC-7C963B6E7F,,MPЕЖ  1.2м      МРЕЖА    1.2М   3/4х3/4   25м.,bundle,ТОП,0.000,0.00,55.99,55.99
NOC-F308C33000,,MPЕЖ  0.5       МРЕЖА   0.5М   1/2х1      25м.,bundle,ТОП,26.000,13.04,38.35,38.35
NOC-99D886F52B,,MPЕЖ0.5         МРЕЖА   0.5М   1/2х1/2    25м.,bundle,ТОП,0.000,0.00,51.13,51.13
NOC-2B42621CAA,,MPЕЖ   0.5      МРЕЖА   0.5М   1х1        25м.,bundle,ТОП,0.000,0.00,25.56,25.56
NOC-63214F6DF7,,MPЕЖ    0.5     МРЕЖА   0.5М   1х2        25м.,bundle,ТОП,0.000,0.00,25.56,25.56
NOC-43DD95619E,,MPЕЖ 0.5        МРЕЖА   0.5М   3/4х3/4    25м.,bundle,ТОП,0.000,0.00,23.31,23.31
NOC-DAA9A60EFF,,MPЕЖ    0.6     МРЕЖА   0.6М   1/2х1      25м.,bundle,ТОП,16.000,14.57,46.02,46.02
NOC-79EE81C11E,,MPЕЖ   0.6      МРЕЖА   0.6М   1/2х1/2    25м.,bundle,ТОП,0.000,0.00,61.36,61.36
NOC-44E1B8901D,,MPЕЖ 0.6        МРЕЖА   0.6М   1х1        25м.,bundle,ТОП,0.000,0.00,30.68,30.68
NOC-D18F9FB808,,MPЕЖ0.6         МРЕЖА   0.6М   1х2        25м.,bundle,ТОП,0.000,0.00,30.68,30.68
NOC-247D113BB1,,MPЕЖ  0.6       МРЕЖА   0.6М   3/4х3/4    25м.,bundle,ТОП,0.000,0.00,27.97,27.97
NOC-F66B4219FA,,MPЕЖ  0.8       МРЕЖА   0.8М   1/2х1      25м.,bundle,ТОП,0.000,0.00,44.30,44.30
NOC-FEDFCCC548,,MPЕЖ0.8         МРЕЖА   0.8М   1/2х1/2    25м.,bundle,ТОП,0.000,0.00,59.06,59.06
NOC-242099E26B,,MPЕЖ   0.8      МРЕЖА   0.8М   1х1        25м.,bundle,ТОП,0.000,0.00,29.53,29.53
NOC-7D0BAAAC1A,,MPЕЖ    0.8     МРЕЖА   0.8М   1х2        25м.,bundle,ТОП,0.000,0.00,22.17,22.17
NOC-DB62BE220B,,MPЕЖ 0.8        МРЕЖА   0.8М   3/4х3/4    25м.,bundle,ТОП,0.000,0.00,37.30,37.30
NOC-613EF650C1,,MPЕЖ 0.4        МРЕЖА  0.4М  1/2х1,bundle,ТОП,0.000,0.00,22.15,22.15
NOC-A7190A80EB,,MPЕЖ   0.4      МРЕЖА  0.4М  1/2х1/2,bundle,ТОП,0.000,0.00,29.53,29.53
NOC-1FD795A45E,,MPЕЖ0.4         МРЕЖА  0.4М  1х1,bundle,ТОП,0.000,0.00,14.77,14.77
NOC-A0528CC610,,MPЕЖ    0.4     МРЕЖА  0.4М  1х2,bundle,ТОП,0.000,0.00,11.08,11.08
NOC-9758A58E83,,MPЕЖ  0.4       МРЕЖА  0.4М  3/4х3/4,bundle,ТОП,0.000,0.00,0.00,0.00
NOC-6E3135E77F,,ЙОМР65/65/150   МРЕЖА ОГРАДНА 65/65/150 Ф1.8,pcs,БР.,0.000,0.00,0.00,0.00
NOC-30CF96E580,,"ПФ02М   1       МУФА 1    "" ПОЦ.",pcs,бр.,0.000,0.00,0.00,0.47
NOC-78A23FA02A,,"ПФ02М   1 1/4   МУФА 1 1/4"" ПОЦ.",pcs,бр.,0.000,0.00,0.00,0.73
NOC-0AB52B6921,,"ПФ02М   3       МУФА 3    "" ПОЦ.",pcs,бр.,0.000,0.00,0.00,7.64
NOC-F56CF4BA07,,"ПФ02МН  34      МУФА-НИПЕЛ   3/4"" ПОЦ.",pcs,бр.,0.000,0.00,0.00,0.56
NOC-9FF301FE3E,,04СИ433.026159  НАСТАВКА 150х150х50мм неръжд.р,pcs,БР.,0.000,0.00,0.00,6.39
NOC-C6B8B3F26C,,"ПФ02НП  12      НИПЕЛ   1/2"" ПОЦ.",pcs,бр.,0.000,0.00,0.00,0.29
NOC-1450668296,,"ПФ02НП  34      НИПЕЛ   3/4"" ПОЦ.",pcs,бр.,0.000,0.00,0.00,0.34
NOC-56F4FCE26A,,"ПФ02НП   1      НИПЕЛ 1    "" ПОЦ.",pcs,бр.,0.000,0.00,0.00,0.46
NOC-6191CAC85A,,"ПФ02НПМ 12/34   НИПЕЛ НАМ.  3/4""х  1/2"" ЦИНК",pcs,бр.,0.000,0.00,0.00,0.59
NOC-E86CC17B76,,"СТ03  522       ОГЛЕДАЛО ""CONCORDE"" ОВАЛ",pcs,бр.,0.000,0.00,0.00,3.58
NOC-ED75C28C10,,"СТ03  522-1     ОГЛЕДАЛО ""PELUXE"" ОВАЛ",pcs,бр.,0.000,0.00,0.00,3.58
NOC-5CAD34E412,,"СТ03  526       ОГЛЕДАЛО ""ПРАКТИКА"" с аксесоар",pcs,бр.,0.000,0.00,0.00,5.11
NOC-D84277B57C,,СТ03  201       ОГЛЕДАЛО 43х53 201,pcs,бр.,0.000,0.00,0.00,6.14
NOC-8A2DDDC272,,СТ03  202       ОГЛЕДАЛО 45х60 202,pcs,бр.,0.000,0.00,0.00,6.14
NOC-7E6E24E19B,,СТ03  508       ОГЛЕДАЛО ЕЛИПСА,pcs,бр.,0.000,0.00,0.00,3.07
NOC-DA5259E873,,АМПЛПАЛЕТИ      ПАЛЕТИ,pcs,БР,0.000,0.00,3.07,3.07
NOC-971EA3FCD2,,ГБЕЛПРТГ        ПАРТИ ГРИЛ ГАБРО 800W,pcs,БР,0.000,0.00,0.00,8.44
NOC-169A9B491F,,МР03 PL 3A      ПЛАНКА ТРИЪГ. 130/60-PL 3A,pcs,бр.,0.000,0.00,0.00,0.09
NOC-EDA7FF1B62,,CHTLYYYY        ПЛАТНИЩЕ NEW 3Х4.5,pcs,БР,0.000,0.00,0.00,0.00
NOC-FF36CBA267,,"СТ03  149       ПОПЛАВЪК 3/8""-149 АСЕТ",pcs,бр.,0.000,0.00,0.00,2.20
NOC-41F90E0703,,ПФ0125/20/25    ППР-ТРОЙНИК РЕД.Ф25/20/25,pcs,бр.,0.000,0.00,0.00,0.15
NOC-002BA09D5B,,CHВЕPRINT       ПРИНТЕР ЗА ЛЕПАЧКА KS600,pcs,БР,3.000,49.42,71.58,71.58
NOC-C8A7F6DE76,,СИ00  652128    РАЗПРЪСКВАЧ 9ф.750мм.PALISAD,pcs,БР.,0.000,0.00,0.00,4.24
NOC-BFA1721D97,,"ПФ02ВРН 34- 12  РЕДУКТИВ ВРН   3/4""-  1/2""",pcs,бр.,0.000,0.00,0.31,0.31
NOC-CEA4C3C874,,04СИ433.001159  РЕШЕТКА НЕРЪЖД.150х150х1мм М,pcs,БР.,0.000,0.00,0.00,5.78
NOC-D883BF639D,,СИ00  704899    СВР.ДЪРВО 32мм.ТВЪРДОСПЛ.ПЛАСТ,pcs,БР.,0.000,0.00,0.00,1.69
NOC-7E75E62D17,,СИ00  704069    СВР.ДЪРВО К-Т/6бр/ПЛОСКИ 10-25,pcs,БР.,0.000,0.00,0.00,4.14
NOC-766E2FC0AF,,СИ00  701289    СВР.ДЪРВО СПИРАЛА 25х460мм.,pcs,БР.,0.000,0.00,0.00,4.27
NOC-0994B5A0C6,,СИ00  701309    СВР.ДЪРВО СПИРАЛА 32х460мм.,pcs,БР.,0.000,0.00,0.00,7.36
NOC-B60070A20E,,04СИ4320.04510  СИФ.ПРАВ ф110 РР-250х250х95мм,pcs,БР.,0.000,0.00,0.00,14.32
NOC-195E326B46,,04СИ4321.04610  СИФ.ПРАВ ф110 РР-300х300х95мм,pcs,БР.,0.000,0.00,0.00,18.82
NOC-FF223A1663,,"04СИ2400.94К    СИФ.ПРАВ ф50 PVC-INOX ""К""Н45",pcs,БР.,0.000,0.00,0.00,5.73
NOC-0AE81E19BE,,"04СИ2400.92К    СИФ.ПРАВ ф50 PVC-INOX ""К""Н66",pcs,БР.,0.000,0.00,0.00,5.73
NOC-41938E0AE8,,"04СИ2400.94     СИФ.ПРАВ ф50 PVC-INOX ""Ф""Н45",pcs,БР.,0.000,0.00,0.00,5.73
NOC-882ABE1368,,"04СИ2400.92     СИФ.ПРАВ ф50 PVC-INOX ""Ф""Н66",pcs,БР.,0.000,0.00,0.00,5.73
NOC-1761397B1C,,04СИ4314.06450  СИФ.ПРАВ ф50 РР/ABS h=51,pcs,БР.,0.000,0.00,0.00,7.03
NOC-02E4A44078,,04СИ4306.11050  СИФ.ПРАВ ф50 РР/SS h=51,pcs,БР.,0.000,0.00,0.00,4.32
NOC-7AA8FABD8A,,04СИ4313.11150  СИФ.ПРАВ ф50 РР/SS h=51,pcs,БР.,0.000,0.00,0.00,7.03
NOC-02080502D0,,04СИ4311.06632  СИФ.РОГ.ф32 РР/ABSh=65авт.затв,pcs,БР.,0.000,0.00,0.00,8.08
NOC-4584192BC5,,04СИ4301.11432  СИФ.РОГ.ф32 РР/SS h=45,pcs,БР.,0.000,0.00,0.00,4.32
NOC-F06D93FA8E,,04СИ4302.11532  СИФ.РОГ.ф32 РР/SS h=65,pcs,БР.,0.000,0.00,0.00,4.32
NOC-E0699D5D84,,04СИ4304.11032  СИФ.РОГ.ф32 РР/SS h=65авт.затв,pcs,БР.,0.000,0.00,0.00,5.88
NOC-157DE95F03,,04СИ4307.06932  СИФ.РОГ.ф32 РР/SS h=65авт.затв,pcs,БР.,0.000,0.00,0.00,8.08
NOC-43543A957E,,04СИ4309.11132  СИФ.РОГ.ф32 РР/SS h=65авт.затв,pcs,БР.,0.000,0.00,0.00,8.08
NOC-0A326BC4F0,,"04СИ2400.91К    СИФ.РОГ.ф50 PVC-INOX ""К""",pcs,БР.,0.000,0.00,0.00,5.73
NOC-4FB711DB95,,"04СИ2400.91     СИФ.РОГ.ф50 PVC-INOX ""Ф""",pcs,БР.,0.000,0.00,0.00,5.73
NOC-D9D8CF977F,,04СИ4312.06650  СИФ.РОГ.ф50 РР/ABSh=65авт.затв,pcs,БР.,0.000,0.00,0.00,8.08
NOC-D0883E9DF4,,04СИ4303.11550  СИФ.РОГ.ф50 РР/SS h=65,pcs,БР.,0.000,0.00,0.00,4.32
NOC-A7C1B12E07,,04СИ4305.11050  СИФ.РОГ.ф50 РР/SS h=65авт.затв,pcs,БР.,0.000,0.00,0.00,5.88
NOC-0002F8C2FF,,04СИ4308.06950  СИФ.РОГ.ф50 РР/SS h=65авт.затв,pcs,БР.,0.000,0.00,0.00,8.08
NOC-20C68AA8FD,,04СИ4310.11150  СИФ.РОГ.ф50 РР/SS h=65авт.затв,pcs,БР.,0.000,0.00,0.00,8.08
NOC-D4ADEA7672,,04СИ4319.04470  СИФ.РОГ.ф75 РР-200х200х115,pcs,БР.,0.000,0.00,0.00,15.34
NOC-38EC23ADCC,,СТ03  143       СИФОН ГЪВК. ф32 ДВОЕН 143,pcs,бр.,0.000,0.00,0.00,3.07
NOC-0A9685BC0B,,СТ03  127       СИФОН ГЪВК. ф32 ДВОЕН с пр.127,pcs,бр.,0.000,0.00,0.00,3.35
NOC-B7B2015B3D,,СТ03  142       СИФОН ГЪВК.ф110 ДВОЕН-142,pcs,бр.,9.000,9.20,15.34,15.34
NOC-CCEDCB68E0,,СТ03  184       СИФОН ГЪВК.ф110 с ЧАШКА,pcs,БР.,18.000,4.60,9.20,9.20
NOC-1A5802515A,,СТ03  185       СИФОН ГЪВК.ф110 с гофре ф32,pcs,бр.,15.000,3.58,9.20,9.20
NOC-22CB7D7523,,СТ03  139       СИФОН ЗА МИВКА 139 С ИЗВОД АСЕ,pcs,бр.,0.000,0.00,0.00,1.84
NOC-CC70BA5C91,,СТ03  133       СИФОН ЗА МИВКА ПВЦ 133 АСЕТ,pcs,бр.,0.000,0.00,0.00,1.74
NOC-18E4988D1E,,СТ03  121       СИФОН ЗА ПИСОАР 121,pcs,бр.,0.000,0.00,0.00,0.89
NOC-39AC19DE1B,,СТ03  178       СИФОН ЧАШКА с отцед.с изв-178,pcs,бр.,0.000,0.00,0.00,2.84
NOC-6B77C921CD,,СТ03  160       СИФОН ЧАШКА с прелив.с изв-160,pcs,бр.,0.000,0.00,0.00,2.84
NOC-58143BCC6D,,СТ03  176       СИФОН ЧАШКА ф110 с гофре ф32,pcs,бр.,0.000,0.00,10.23,10.23
NOC-664FC1CFE4,,СТ03  175       СИФОН ЧАШКА ф110прел.сизв-175,pcs,бр.,0.000,0.00,0.00,5.06
NOC-650C9B89D1,,СТ03  181       СИФОН ЧАШКА+гофре с отцед.-181,pcs,бр.,0.000,0.00,0.00,3.07
NOC-861BFDA2CD,,СТ03  180       СИФОН ЧАШКА+гофре с прелив-180,pcs,бр.,0.000,0.00,0.00,3.07
NOC-BEEEE715D0,,СТ03  183       СИФОН ЧАШКА+гофре ф110отцед183,pcs,бр.,0.000,0.00,0.00,5.27
NOC-14A648CC63,,СТ03  182       СИФОН ЧАШКА+гофре ф110прел.182,pcs,бр.,0.000,0.00,0.00,5.27
NOC-6CD1B5464A,,CGМОМОД         СКЕЛЕ CAGSAN МОДУЛ L,pcs,БР,2.000,99.70,143.16,143.16
NOC-DAF057D47C,,CGМОСП          СКЕЛЕ CAGSAN СПЪНКА ДИАГОНАЛ,pcs,БР,8.000,24.03,39.88,39.88
NOC-435BF319D5,,CGМОСП ХОР      СКЕЛЕ CAGSAN СПЪНКА ХОРИЗОНТАЛ,pcs,БР,2.000,21.99,36.81,36.81
NOC-45FA6BAA53,,CGМО OZCB       СКЕЛЕ ДИАГОНАЛИ ЗА ФАС.СКЕЛЕ,pcs,БР,0.000,0.00,0.00,0.00
NOC-C898F0D8FB,,CHTLYYY         СКЕЛЕТ ЗА ШАТРА NEW 3Х4.5,pcs,БР,0.000,0.00,0.00,0.00
NOC-F0586BD54D,,СКМ7 BODB БЯЛ   СТОПЕР ВРАТА БЯЛ/5бр/30бр.,pcs,БР.,0.000,0.00,0.00,0.31
NOC-7C8C7329F7,,СКМ7 BODB КАФ   СТОПЕР ВРАТА КАФ/5бр/30бр.,pcs,БР.,0.000,0.00,0.00,0.33
NOC-A02D25BA83,,СКМ7 BODB СИВ   СТОПЕР ВРАТА СИВ/5бр/30бр.,pcs,БР.,0.000,0.00,0.00,0.31
NOC-48011F0A32,,СКМ7 BODB ЧЕР   СТОПЕР ВРАТА ЧЕР/5бр/30бр.,pcs,БР.,0.000,0.00,0.00,0.31
NOC-5F5B81A6E0,,CGСТ TS 60-50   СТЪЛБА CAGSAN 2х8 Extension,pcs,БР,0.000,0.00,112.48,112.48
NOC-D4255F05FC,,CGСТ CM 60x110  СТЪЛБА CAGSAN ТАВ.ДЪРВ.60х110,pcs,БР,0.000,0.00,145.72,145.72
NOC-7FB931ECF8,,CGСТ CM 60x120  СТЪЛБА CAGSAN ТАВ.ДЪРВ.60х120,pcs,БР,0.000,0.00,145.72,145.72
NOC-025AAAB64F,,CGСТ CM 70x110  СТЪЛБА CAGSAN ТАВ.ДЪРВ.70х110,pcs,БР,0.000,0.00,145.72,145.72
NOC-F6BD8B0D1C,,CGСТ CM 70x 90  СТЪЛБА CAGSAN ТАВАНСКА 70х 90,pcs,БР,0.000,0.00,299.62,299.62
NOC-53280AB232,,CGСТ CM 70x100  СТЪЛБА CAGSAN ТАВАНСКА 70х100,pcs,БР,0.000,0.00,297.29,297.29
NOC-CFE0821A64,,"СИ00  41003     ТАКЕР РЕГ.6-16мм-53,13,300 GRO",pcs,БР.,0.000,0.00,0.00,10.63
NOC-060852A5E4,,"ПФ02ТП  12      ТАПА      1/2"" ПОЦ.",pcs,бр.,0.000,0.00,0.00,0.21
NOC-36518F11B9,,"ПФ02ТП  1       ТАПА    1    "" ПОЦ.",pcs,бр.,0.000,0.00,0.00,0.28
NOC-35AA64B54A,,СТ04  103       ТОАЛ.КАЗАНЧЕ `ЕФЕС` ГОРНО 103,pcs,бр.,0.000,0.00,7.67,7.16
NOC-F584734036,,СТ04  193       ТОАЛ.КАЗАНЧЕ ЪГЛОВО ДОЛЕН МОНТ,pcs,бр.,0.000,0.00,13.55,13.04
NOC-C4DCC966D2,,"СТ04  164       ТОАЛ.КАЗАНЧЕ""АЛФА""ДОЛЕН МОНТ.",pcs,бр.,0.000,0.00,10.12,10.12
NOC-0555107102,,"СТ04  191       ТОАЛ.КАЗАНЧЕ""БЕТА""ДОЛЕН МОНТ.",pcs,бр.,0.000,0.00,10.58,10.23
NOC-3CC9C9BEBA,,"СТ04  101       ТОАЛ.КАЗАНЧЕ""ДЕНИЗ""ДОЛЕН МОНТ.",pcs,бр.,0.000,0.00,10.99,10.48
NOC-C1AB3540EB,,"СТ04  192       ТОАЛ.КАЗАНЧЕ""НИЛ""ДОЛЕН МОНТ.",pcs,бр.,0.000,0.00,15.29,14.32
